sentence1,true_label
"Because there is not enough experimental data, validation has been conducted by comparing the estimates with the results of atomistic simulations.",contradiction
Six metals of hexagonal (hcp) lattice geometry were selected for which the verified EAM potentials are available in the literature.,contradiction
"All of them are characterized by relatively low non-coaxiality angle ? and the same relation between Zener-like anisotropy factors (11), see also the collective Figs. 2.",contradiction
"Following previous research (Kowalczyk-Gajewska & Maz?dziarz, 2018; 2019), for each hcp metal atomistic simulations have been conducted on seven generated samples of polycrystalline materials with randomly selected orientations.",contradiction
"Samples vary as concerns the average grain size, so that the averaged grain diameter takes values between ca.",contradiction
1 nm to 20 nm.,contradiction
In the simulations all 21 components of the anisotropic elastic stiffness tensor are identified.,contradiction
The smallest sample served to identify the average properties of the grain boundary zone.,contradiction
"For further analysis of the grain-size effect on the elastic moduli the closest isotropic approximation is found using the Log-Euclidean norm (Moakher & Norris, 2006).",contradiction
"It has been observed that for five out of six studied metals (Ru,Ti,Co,Zr,Mg) the elastic bulk and shear moduli increase with a grain size.",contradiction
The reverse trend is observed for rhenium (Re).,contradiction
"This metal exhibits the strongest anisotropy among considered metals, although the correlation between the anisotropy degree and the character of grain size dependence is not clear.",contradiction
"It would be interesting to confirm experimentally this qualitative difference in the grain size effect for this metal, since the present observations strongly relays on validity of the applied atomistic potential.",contradiction
"Among the considered variants of core-shell model the estimates of elastic moduli obtained by the Mori-Tanaka scheme are on overall in the most satisfactory qualitative and quantitative agreement with the results of atomistic simulations for all considered hexagonal metals, independently of the character of the grain size effect.",contradiction
The study demonstrated also the validity of the assumptions concerning the shell thickness and properties.,contradiction
"The applied variants of mean-field core-shell model can be extended to estimate a non-linear response of a nanocrystalline material and specifically the yield strength (Capolungo et al., 2007; Jiang & Weng, 2004).",contradiction
Atomistic simulations may serve to validate such an extension.,contradiction
Lithium fluoride (LiF) is a unique crystal exhibiting the largest reported band gap of any material.,contradiction
It is believed that remains transparent to visible light under stresses in excess of 1000 GPa [1].,contradiction
"Dynamic compression experiments have utilized LiF as an optical window to maintain high stress on a material boundary [2,3] since nearly 50 years.",contradiction
"Despite its importance, the high-pressure static compression behavior of LiF has been determined before 2014 only up to 9 GPa under hydrostatic conditions [4] and approximately 30 GPa under non-hydrostatic compression [5].",contradiction
"Several measurements reported the zero-pressure bulk modulus of LiF using ultrasonic methods and Brillouin spectroscopy [6,7].",contradiction
An average of 10 independent elasticity measurements after 1960 yielded B = 66.2 ñ 1.5 GPa (cf.,entailment
"the measured adiabatic bulk moduli have been corrected to give an average isothermal value), but the reported values of the pressure derivative of the bulk modulus spanned a wide range from 3.6 to 5.4 [4,5,8?15].",entailment
"In 2014, the equation of state and compression behavior of LiF have been determined to 92 GPa by X-ray diffraction in a diamond anvil cell [16], which has become the primary tool for high-pressure research in the areas of physics, earth and planetary sciences, chemistry, and materials sciences (e.g., [17]).",contradiction
A neon pressure-transmitting medium was used to minimize the effect of differential stress on the sample and consistent results using multiple pressure standards were obtained.,contradiction
"In addition, an independent very recent study [18] reported the equation of state of simple solids (including LiF, NaCl and Pb) measured under ambient temperature in Mbar range focusing on experiments using diamond anvils cells with a quasi-hydrostatic pressure transmitting medium (helium or neon) and coupled with X-ray diffraction.",contradiction
Equation of state parameters has been listed with a unified pressure metrology for all data and the experimental methods were similar for all measurements.,contradiction
It is the scope of this paper to study the applicability of the thermodynamical model termed cB? model (explained in the next section) by using the equation of state of LiF that has very recently been obtained by the aforementioned high-pressure diamond anvil cell measurements.,contradiction
The model under discussion has the following privilege: The thermodynamic parameters of point defects can be explicitly expressed through the bulk properties of the solid.,contradiction
"The dielectric constant [19] as well as the formation Gibbs energy, g f, and the migration Gibbs energy, g m, vary upon changing the pressure (P).",contradiction
"The entropy for the defect formation process (s f) and the defect migration process (s m), as well as the volumes for the defect formation process (v f) and the defect migration process (v m) are given by [20]:(1)sf=?dgfdTPandsm=?dgmdTPvf=dgfdPTandvm=dgmdPT When both, i.e., the defect formation (f) and the defect migration (m) processes, are operating, an activation Gibbs energy g act is employed, the temperature and the pressure derivative of which lead to the introduction of an activation entropy s act and an activation volume v act, respectively, as follows:(2)sact=?dgactdTPandvact=dgactdPT When an aliovalent impurity attracts an adjacent bound (b) vacancy (v) or interstitial, the (re)orientation of the resulting electric dipoles is described with an activation energy g b act, associated with an activation volume v b m ? (dg b m/dP)T.",contradiction
"The relevant entropy and enthalpy for the bound vacancy motion are then designated by s bv m and h bv m, respectively.",contradiction
"This mechanism explains [21,22] the generation of electric signals precursory of earthquakes [23?25], which appear when the stress before an earthquake attains a critical value [26?28].",contradiction
"The cB? model suggests the following: The defect Gibbs energy g i, where i refers to the operating process, i.e., i = f, m or act for the defect formation, migration and activation, respectively, can be expressed as: [20,29].(3)gi=ciB?where B is the isothermal bulk modulus of the matrix material, ? stands for the mean volume per atom and c i is approximately independent of temperature and pressure.",contradiction
The volume v i ? (dg i/dP)T resulting from Eq. (3) is found to be:(4)vi=ci?dBdPT?1which can be rewritten as:(5)vi=giBdBdPT?1or(6)vigi=1BdBdPT?1 The entropy s i = ? (dg i/dT)T is found by differentiating Eq. (3) in respect to temperature and inserting it into the relation h i = g i + Ts i we finally get the enthalpy h i [20].,contradiction
"Eq. (6) suggests that the ratio v i/g i is the same for various defect processes in the same matrix material [20,30].",contradiction
"This conclusion also holds for the ratio s i/h i [31] (the entropy, s i, here differs from the dynamic entropy S defined in natural time [32]).",contradiction
"Beyond the recent applications to the case of silicon [33] and Si1?x Ge x alloys [34?36], the cB? model has been earlier successfully applied to the study of various defect processes in a multitude of solids including metals [37,38] alkali halides [39,40], alkaline earth fluorides [41,42], silver halides (e.g., see Ref. [43]), fluoride superionic conductors, e.g., ? ? PbF 2 [30], in a variety of oxides, for example, in UO2 and ThO2 which are useful for nuclear fuel applications [44,45], in anatase TiO2 [46], in Li5FeO4 [47] and Li2CuO2 [48] that are candidate materials as cathode in lithium ion batteries and in Na2MnSiO4 which is a promising positive electrode material in rechargeable sodium ion batteries [49] as well as for Si diffusing in silicates [50] and aluminum in MgO [51], oxygen self-diffusion in minerals [52,53] etc.",contradiction
"Remarkably, very recently [54] the cB? model inspired the explanation of the interconnection of the water solubility with ion diffusivity in the mantle silicates.",contradiction
The Rydberg-Vinet equation of state of LiF in the Mbar range obtained recently by Dewaele [18] (see the third column of his Table 1 ) gives at T = 300 K: B = 62.3 GPa and dBdP?T=5.01 (?=16.391 A?3).,entailment
"Earlier, Dong et al. [16], after compression of LiF to 92 GPa, found B = 66.2 GPa and dBdP?T=4.6ñ0.1 by considering the 3rd-order Birch-Murnaghan equation of state.",entailment
McKeever and Lilley [55] have measured the thermally stimulated depolarisation currents (TSDC) and the thermally stimulated polarisation currents (TSPC) of LiF doped with Mg2+.,contradiction
Their TSDC and TSPC curves showed a maximum (approximately around at Tmax = 211 ñ3 K) corresponding to a single relaxation process.,contradiction
